Matrice des probabilités (heure x paquets):
8 20 11 300
Heure	0	1	2	3	4	5	6	7	8	9	10
8	0.6774193548387096308616151	0.2903225806451613100200859	0.0322580645161290313627234	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000
9	0.1935483870967741881763402	0.3870967741935483763526804	0.2258064516129032195390636	0.0967741935483870940881701	0.0967741935483870940881701	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000
10	0.0322580645161290313627234	0.2903225806451613100200859	0.2580645161290322509017869	0.1612903225806451568136168	0.1612903225806451568136168	0.0645161290322580627254467	0.0322580645161290313627234	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000
11	0.0000000000000000000000000	0.1290322580645161254508935	0.2258064516129032195390636	0.1935483870967741881763402	0.1935483870967741881763402	0.0645161290322580627254467	0.1290322580645161254508935	0.0645161290322580627254467	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000
12	0.0000000000000000000000000	0.0645161290322580627254467	0.2258064516129032195390636	0.1935483870967741881763402	0.1290322580645161254508935	0.1290322580645161254508935	0.1290322580645161254508935	0.0322580645161290313627234	0.0645161290322580627254467	0.0322580645161290313627234	0.0000000000000000000000000
13	0.0000000000000000000000000	0.0645161290322580627254467	0.2258064516129032195390636	0.1290322580645161254508935	0.1612903225806451568136168	0.1290322580645161254508935	0.0645161290322580627254467	0.0322580645161290313627234	0.0645161290322580627254467	0.0967741935483870940881701	0.0322580645161290313627234
14	0.0322580645161290313627234	0.0322580645161290313627234	0.1612903225806451568136168	0.1935483870967741881763402	0.1612903225806451568136168	0.0967741935483870940881701	0.0000000000000000000000000	0.0322580645161290313627234	0.1290322580645161254508935	0.0645161290322580627254467	0.0967741935483870940881701
15	0.0645161290322580627254467	0.1290322580645161254508935	0.1612903225806451568136168	0.0967741935483870940881701	0.1612903225806451568136168	0.0322580645161290313627234	0.0322580645161290313627234	0.1935483870967741881763402	0.0645161290322580627254467	0.0322580645161290313627234	0.0322580645161290313627234
16	0.0645161290322580627254467	0.1290322580645161254508935	0.2903225806451613100200859	0.1290322580645161254508935	0.0967741935483870940881701	0.0645161290322580627254467	0.1612903225806451568136168	0.0322580645161290313627234	0.0322580645161290313627234	0.0000000000000000000000000	0.0000000000000000000000000
17	0.1290322580645161254508935	0.2580645161290322509017869	0.1612903225806451568136168	0.0967741935483870940881701	0.0967741935483870940881701	0.1612903225806451568136168	0.0645161290322580627254467	0.0322580645161290313627234	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000
18	0.1935483870967741881763402	0.2258064516129032195390636	0.2258064516129032195390636	0.1935483870967741881763402	0.0322580645161290313627234	0.1290322580645161254508935	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000
19	0.4516129032258064390781271	0.2903225806451613100200859	0.2258064516129032195390636	0.0322580645161290313627234	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000
20	0.9354838709677418817634020	0.0645161290322580627254467	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000	0.0000000000000000000000000
